path,impact,node_id,field,copy_value,tasks_mini_value,peek
k-4-d-5/task_3.json,major,8,subquestion,What was the most significant risk factor for Heart Disease?,What is the most significant risk factor for <node 7: Heart Disease> according to Wikipedia?,
k-4-d-5/task_3.json,major,8,fact,see diff,see diff,"@@ -1 +1 @@
-Age is the most important risk factor in developing cardiovascular or heart diseases, with approximately a tripling of risk with each decade of life.
+According to Wikipedia, 'Age is the most important risk factor in developing cardiovascular or heart diseases, with approximately a tripling of risk with each decade of life.'"
k-4-d-5/task_3.json,major,9,subquestion,What was the most significant risk factor for Cancer?,What is the most significant risk factor for <node 7: Cancer> according to Wikipedia?,
k-4-d-5/task_3.json,major,9,fact,see diff,see diff,"@@ -1 +1 @@
-The most significant risk factor for developing cancer is age. Although it is possible for cancer to strike at any age, most patients with invasive cancer are over 65.
+According to Wikipedia, 'The most significant risk factor for developing cancer is age. Although it is possible for cancer to strike at any age, most patients with invasive cancer are over 65.'"
k-4-d-5/task_3.json,major,10,subquestion,"What was the most significant risk factor for Stroke, and who first described this condition?","What is the most significant risk factor for <node 7: Stroke> according to Wikipedia, and who first described this condition?",
k-4-d-5/task_3.json,major,10,fact,see diff,see diff,"@@ -1 +1 @@
-The most significant risk factor for stroke is high blood pressure. Hippocrates (460 to 370 BC) was first to describe the phenomenon of sudden paralysis associated with stroke.
+According to Wikipedia, 'The most significant risk factor for stroke is high blood pressure.' Hippocrates (460 to 370 BC) was first to describe the phenomenon of sudden paralysis associated with stroke."
k-4-d-5/task_4.json,major,1,subquestion,What is the number of child care center sites in each Texas county participating in the federal meal-reimbursement program for children and adults for 2018-2019?,How many CACFP childcare center sites did each Texas county have in 2018-2019? (Filter: ProgramYear == '2018-2019'; count sites by SiteCounty.),
k-4-d-5/task_4.json,major,1,answer,"{""BEXAR"": 622, ""CAMERON"": 455, ""DALLAS"": 1207, ""EL PASO"": 459, ""FORT BEND"": 150, ""HARRIS"": 1781, ""HIDALGO"": 878, ""KAUFMAN"": 232, ""TARRANT"": 562, ""TRAVIS"": 306}","{""BEXAR"": 622, ""DALLAS"": 1207, ""HARRIS"": 1781, ""HIDALGO"": 878, ""OTHER_COUNTIES"": 190, ""TARRANT"": 562}",
k-4-d-5/task_4.json,major,1,limit,10,,
k-4-d-5/task_4.json,major,1,fact,see diff,see diff,"@@ -1 +1,2 @@
+import os
@@ -6,13 +7,18 @@
-source = ""datagov/child-and-adult-care-food-programs-cacfp-centers-site-level-contact-and-program-parti-2018/files/rows.txt""
+source = 'datagov/child-and-adult-care-food-programs-cacfp-centers-site-level-contact-and-program-parti-2018/files/rows.txt'
-obj = boto3.client(""s3"", config=Config(signature_version=UNSIGNED)).get_object(Bucket=bucket, Key=source)
-df = pd.read_csv(io.BytesIO(obj[""Body""].read()), low_memory=False)
-result = ("
k-4-d-5/task_4.json,major,2,subquestion,What is the number of child care center sites in each Texas county participating in the federal meal-reimbursement program for children and adults for 2019-2020?,How many CACFP childcare center sites did each Texas county have in 2019-2020? (Filter: ProgramYear == '2019-2020'; count sites by SiteCounty.),
k-4-d-5/task_4.json,major,2,answer,"{""BEXAR"": 888, ""CAMERON"": 592, ""DALLAS"": 1435, ""EL PASO"": 524, ""HARRIS"": 2179, ""HIDALGO"": 1203, ""KAUFMAN"": 204, ""TARRANT"": 588, ""TRAVIS"": 343, ""WEBB"": 200}","{""BEXAR"": 888, ""CAMERON"": 592, ""DALLAS"": 1435, ""HARRIS"": 2179, ""HIDALGO"": 1203, ""OTHER_COUNTIES"": 194}",
k-4-d-5/task_4.json,major,2,limit,10,,
k-4-d-5/task_4.json,major,2,fact,see diff,see diff,"@@ -1 +1,2 @@
+import os
@@ -6,13 +7,18 @@
-source = ""datagov/child-and-adult-care-food-programs-cacfp-centers-site-level-contact-and-program-parti-2019/files/rows.txt""
+source = 'datagov/child-and-adult-care-food-programs-cacfp-centers-site-level-contact-and-program-parti-2019/files/rows.txt'
-obj = boto3.client(""s3"", config=Config(signature_version=UNSIGNED)).get_object(Bucket=bucket, Key=source)
-df = pd.read_csv(io.BytesIO(obj[""Body""].read()), low_memory=False)
-result = ("
k-4-d-5/task_4.json,major,3,subquestion,What is the number of child care center sites in each Texas county participating in the federal meal-reimbursement program for children and adults for 2020-2021?,How many CACFP childcare center sites did each Texas county have in 2020-2021? (Filter: ProgramYear == '2020-2021'; count sites by SiteCounty.),
k-4-d-5/task_4.json,major,3,answer,"{""BELL"": 188, ""BEXAR"": 756, ""CAMERON"": 418, ""DALLAS"": 1120, ""EL PASO"": 456, ""FORT BEND"": 202, ""HARRIS"": 1709, ""HIDALGO"": 918, ""TARRANT"": 592, ""TRAVIS"": 267}","{""BEXAR"": 756, ""DALLAS"": 1120, ""HARRIS"": 1709, ""HIDALGO"": 918, ""OTHER_COUNTIES"": 189, ""TARRANT"": 592}",
k-4-d-5/task_4.json,major,3,limit,10,,
k-4-d-5/task_4.json,major,3,fact,see diff,see diff,"@@ -1 +1,2 @@
+import os
@@ -6,13 +7,18 @@
-source = ""datagov/child-and-adult-care-food-programs-cacfp-centers-site-level-contact-and-program-parti-2020/files/rows.txt""
+source = 'datagov/child-and-adult-care-food-programs-cacfp-centers-site-level-contact-and-program-parti-2020/files/rows.txt'
-obj = boto3.client(""s3"", config=Config(signature_version=UNSIGNED)).get_object(Bucket=bucket, Key=source)
-df = pd.read_csv(io.BytesIO(obj[""Body""].read()), low_memory=False)
-result = ("
k-4-d-5/task_4.json,major,4,subquestion,What is the number of child care center sites in each Texas county participating in the federal meal-reimbursement program for children and adults for 2021-2022?,How many CACFP childcare center sites did each Texas county have in 2021-2022? (Filter: ProgramYear == '2021-2022'; count sites by SiteCounty.),
k-4-d-5/task_4.json,major,4,answer,"{""BEXAR"": 772, ""CAMERON"": 417, ""DALLAS"": 1269, ""EL PASO"": 443, ""FORT BEND"": 212, ""HARRIS"": 1871, ""HIDALGO"": 924, ""KAUFMAN"": 172, ""TARRANT"": 687, ""TRAVIS"": 301}","{""BEXAR"": 772, ""DALLAS"": 1269, ""HARRIS"": 1871, ""HIDALGO"": 924, ""OTHER_COUNTIES"": 188, ""TARRANT"": 687}",
k-4-d-5/task_4.json,major,4,limit,10,,
k-4-d-5/task_4.json,major,4,fact,see diff,see diff,"@@ -1 +1,2 @@
+import os
@@ -6,13 +7,18 @@
-source = ""datagov/child-and-adult-care-food-programs-cacfp-centers-site-level-contact-and-program-parti-2021/files/rows.txt""
+source = 'datagov/child-and-adult-care-food-programs-cacfp-centers-site-level-contact-and-program-parti-2021/files/rows.txt'
-obj = boto3.client(""s3"", config=Config(signature_version=UNSIGNED)).get_object(Bucket=bucket, Key=source)
-df = pd.read_csv(io.BytesIO(obj[""Body""].read()), low_memory=False)
-result = ("
k-4-d-5/task_4.json,major,5,subquestion,What is the number of child care center sites in each Texas county participating in the federal meal-reimbursement program for children and adults for 2022-2023?,How many CACFP childcare center sites did each Texas county have in 2022-2023? (Filter: ProgramYear == '2022-2023'; count sites by SiteCounty.),
k-4-d-5/task_4.json,major,5,answer,"{""BEXAR"": 743, ""CAMERON"": 424, ""DALLAS"": 1352, ""EL PASO"": 452, ""FORT BEND"": 177, ""HARRIS"": 2183, ""HIDALGO"": 947, ""TARRANT"": 715, ""TRAVIS"": 328, ""WEBB"": 225}","{""BEXAR"": 743, ""DALLAS"": 1352, ""HARRIS"": 2183, ""HIDALGO"": 947, ""OTHER_COUNTIES"": 189, ""TARRANT"": 715}",
k-4-d-5/task_4.json,major,5,limit,10,,
k-4-d-5/task_4.json,major,5,fact,see diff,see diff,"@@ -1 +1,2 @@
+import os
@@ -6,13 +7,18 @@
-source = ""datagov/child-and-adult-care-food-programs-cacfp-centers-site-level-contact-and-program-parti-2022/files/rows.txt""
+source = 'datagov/child-and-adult-care-food-programs-cacfp-centers-site-level-contact-and-program-parti-2022/files/rows.txt'
-obj = boto3.client(""s3"", config=Config(signature_version=UNSIGNED)).get_object(Bucket=bucket, Key=source)
-df = pd.read_csv(io.BytesIO(obj[""Body""].read()), low_memory=False)
-result = ("
k-4-d-5/task_4.json,major,6,subquestion,What is the 2022 total number of completed investigations into possible child abuse or neglect for each county?,"Which counties from <nodes 1-5 top 5 by average: Harris, Dallas, Hidalgo, Bexar, Tarrant> had less than 14,000 completed child abuse/neglect investigations in FY2022? (Filter: Fiscal Year == 2022; sum Completed Investigations by County; keep < 14,000.)",
k-4-d-5/task_4.json,major,6,answer,"{""BEXAR"": 13020, ""COLLIN"": 3526, ""DALLAS"": 14192, ""DENTON"": 3761, ""EL PASO"": 4709, ""HARRIS"": 23468, ""HIDALGO"": 4984, ""MONTGOMERY"": 3484, ""TARRANT"": 13286, ""TRAVIS"": 5315}","[""Tarrant"", ""Bexar"", ""Hidalgo""]",
k-4-d-5/task_4.json,major,6,limit,10,,
k-4-d-5/task_4.json,major,6,fact,see diff,see diff,"@@ -1 +1,2 @@
+import os
@@ -6,15 +7,22 @@
-source = ""datagov/cpi-3-1-completed-abuse-neglect-investigations-by-county-fy2013-fy2022/files/rows.txt""
+source = 'datagov/cpi-3-1-completed-abuse-neglect-investigations-by-county-fy2013-fy2022/files/rows.txt'
-obj = boto3.client(""s3"", config=Config(signature_version=UNSIGNED)).get_object(Bucket=bucket, Key=source)
-df = pd.read_csv(io.BytesIO(obj[""Body""].read()), low_memory=False)
-df[""County_norm""] = df[""County""].astype(str).str.strip().str.upper()"
k-4-d-5/task_4.json,major,7,subquestion,What is the 2022 total number of children removed from their homes by child protective services for each county?,"Which counties from <nodes 1-5 top 5 by average: Harris, Dallas, Hidalgo, Bexar, Tarrant> had more than 600 CPS removals in FY2022? (Filter: Fiscal Year == 2022; sum Removals by County; keep > 600.)",
k-4-d-5/task_4.json,major,7,answer,"{""BELL"": 470, ""BEXAR"": 1074, ""DALLAS"": 738, ""HARRIS"": 566, ""LUBBOCK"": 194, ""MCLENNAN"": 171, ""NUECES"": 258, ""TARRANT"": 555, ""TAYLOR"": 205, ""TRAVIS"": 273}","[""Bexar"", ""Dallas""]",
k-4-d-5/task_4.json,major,7,limit,10,,
k-4-d-5/task_4.json,major,7,fact,see diff,see diff,"@@ -1 +1,2 @@
+import os
@@ -6,15 +7,21 @@
-source = ""datagov/cps-2-1-removals-by-county-fy2013-2022/files/rows.txt""
+source = 'datagov/cps-2-1-removals-by-county-fy2013-2022/files/rows.txt'
-obj = boto3.client(""s3"", config=Config(signature_version=UNSIGNED)).get_object(Bucket=bucket, Key=source)
-df = pd.read_csv(io.BytesIO(obj[""Body""].read()), low_memory=False)
-df[""County_norm""] = df[""County""].astype(str).str.strip().str.upper()"
k-4-d-5/task_4.json,major,8,subquestion,When was <hop 2 answer> created?,When was <intersection of nodes 6-7: Bexar County> created?,
k-4-d-5/task_4.json,major,8,fact,see diff,see diff,"@@ -1 +1 @@
-Bexar County was created on December 20, 1836, as one of the original counties of the Republic of Texas.
+According to Wikipedia, Bexar County 'was created on December 20, 1836' as one of the original counties of the Republic of Texas."
k-4-d-5/task_4.json,major,9,fact,see diff,see diff,"@@ -1 +1 @@
-Tarrant County was established in 1849.
+According to Wikipedia, Tarrant County was established in 1849."
k-4-d-5/task_4.json,major,10,subquestion,What admission order number did the U.S. state admitted in <hop 3 answer> have?,When was the 25th US state admitted to the Union?,
k-4-d-5/task_4.json,major,10,answer,25,1836,
k-4-d-5/task_5.json,major,1,subquestion,What is the number of home-based day care sites in each Texas county participating in the federal meal-reimbursement program for children and adults for 2018-2019?,How many CACFP day care homes were in each Texas county in 2018-2019? (Filter: ProgramYear == '2018-2019'; count sites by CECounty.),
k-4-d-5/task_5.json,major,1,fact,see diff,see diff,"@@ -1 +1,2 @@
+import os
@@ -5,11 +6,18 @@
-source = ""datagov/child-and-adult-care-food-programs-cacfp-day-care-homes-site-level-contact-and-progra-2018/files/rows.txt""
+
+source = 'datagov/child-and-adult-care-food-programs-cacfp-day-care-homes-site-level-contact-and-progra-2018/files/rows.txt'
-obj = boto3.client(""s3"", config=Config(signature_version=UNSIGNED)).get_object(Bucket=bucket, Key=source)
-df = pd.read_csv(io.BytesIO(obj[""Body""].read()), low_memory=False)"
k-4-d-5/task_5.json,major,2,subquestion,What is the number of home-based day care sites in each Texas county participating in the federal meal-reimbursement program for children and adults for 2019-2020?,How many CACFP day care homes were in each Texas county in 2019-2020? (Filter: ProgramYear == '2019-2020'; count sites by CECounty.),
k-4-d-5/task_5.json,major,2,fact,see diff,see diff,"@@ -1 +1,2 @@
+import os
@@ -5,11 +6,18 @@
-source = ""datagov/child-and-adult-care-food-programs-cacfp-day-care-homes-site-level-contact-and-progra-2019/files/rows.txt""
+
+source = 'datagov/child-and-adult-care-food-programs-cacfp-day-care-homes-site-level-contact-and-progra-2019/files/rows.txt'
-obj = boto3.client(""s3"", config=Config(signature_version=UNSIGNED)).get_object(Bucket=bucket, Key=source)
-df = pd.read_csv(io.BytesIO(obj[""Body""].read()), low_memory=False)"
k-4-d-5/task_5.json,major,3,subquestion,What is the number of home-based day care sites in each Texas county participating in the federal meal-reimbursement program for children and adults for 2020-2021?,How many CACFP day care homes were in each Texas county in 2020-2021? (Filter: ProgramYear == '2020-2021'; count sites by CECounty.),
k-4-d-5/task_5.json,major,3,fact,see diff,see diff,"@@ -1 +1,2 @@
+import os
@@ -5,11 +6,18 @@
-source = ""datagov/child-and-adult-care-food-programs-cacfp-day-care-homes-site-level-contact-and-progra-2020/files/rows.txt""
+
+source = 'datagov/child-and-adult-care-food-programs-cacfp-day-care-homes-site-level-contact-and-progra-2020/files/rows.txt'
-obj = boto3.client(""s3"", config=Config(signature_version=UNSIGNED)).get_object(Bucket=bucket, Key=source)
-df = pd.read_csv(io.BytesIO(obj[""Body""].read()), low_memory=False)"
k-4-d-5/task_5.json,major,4,subquestion,What is the number of home-based day care sites in each Texas county participating in the federal meal-reimbursement program for children and adults for 2021-2022?,How many CACFP day care homes were in each Texas county in 2021-2022? (Filter: ProgramYear == '2021-2022'; count sites by CECounty.),
k-4-d-5/task_5.json,major,4,fact,see diff,see diff,"@@ -1 +1,2 @@
+import os
@@ -5,11 +6,18 @@
-source = ""datagov/child-and-adult-care-food-programs-cacfp-day-care-homes-site-level-contact-and-progra-2021/files/rows.txt""
+
+source = 'datagov/child-and-adult-care-food-programs-cacfp-day-care-homes-site-level-contact-and-progra-2021/files/rows.txt'
-obj = boto3.client(""s3"", config=Config(signature_version=UNSIGNED)).get_object(Bucket=bucket, Key=source)
-df = pd.read_csv(io.BytesIO(obj[""Body""].read()), low_memory=False)"
k-4-d-5/task_5.json,major,5,subquestion,What is the number of home-based day care sites in each Texas county participating in the federal meal-reimbursement program for children and adults for 2022-2023?,How many CACFP day care homes were in each Texas county in 2022-2023? (Filter: ProgramYear == '2022-2023'; count sites by CECounty.),
k-4-d-5/task_5.json,major,5,fact,see diff,see diff,"@@ -1 +1,2 @@
+import os
@@ -5,11 +6,18 @@
-source = ""datagov/child-and-adult-care-food-programs-cacfp-day-care-homes-site-level-contact-and-progra-2022/files/rows.txt""
+
+source = 'datagov/child-and-adult-care-food-programs-cacfp-day-care-homes-site-level-contact-and-progra-2022/files/rows.txt'
-obj = boto3.client(""s3"", config=Config(signature_version=UNSIGNED)).get_object(Bucket=bucket, Key=source)
-df = pd.read_csv(io.BytesIO(obj[""Body""].read()), low_memory=False)"
k-4-d-5/task_5.json,major,6,subquestion,"Among <hop 1 answer>, which counties had less than 14.5% of reported adult-protection victims involved in repeat investigations in 2022?","Which counties from <nodes 1-5 top 5 by average: Travis, Harris, Taylor, Tarrant, Hidalgo> had an APS recidivism rate below 14.5% in FY2022? (Filter: Fiscal Year == 2022; use Recidivism < 0.145.)",
k-4-d-5/task_5.json,major,6,answer,"[""Tarrant"", ""Travis""]","[""TRAVIS"", ""TARRANT""]",
k-4-d-5/task_5.json,major,6,fact,see diff,see diff,"@@ -1 +1,2 @@
+import os
@@ -5,15 +6,23 @@
-source = ""datagov/aps-5-2-outcomes-recidivism-by-county-fy2013-2022/files/rows.txt""
+
+source = 'datagov/aps-5-2-outcomes-recidivism-by-county-fy2013-2022/files/rows.txt'
-obj = boto3.client(""s3"", config=Config(signature_version=UNSIGNED)).get_object(Bucket=bucket, Key=source)
-df = pd.read_csv(io.BytesIO(obj[""Body""].read()), low_memory=False)"
k-4-d-5/task_5.json,major,7,subquestion,Who is Travis County from <node 6 answer> named after?,Who is <node 6 result: Travis County> named after?,
k-4-d-5/task_5.json,major,7,fact,see diff,see diff,"@@ -1 +1 @@
-The county was established in 1840 and is named in honor of William Barret Travis, the commander of the Republic of Texas forces at the Battle of the Alamo.
+According to Wikipedia, Travis County 'was established in 1840 and is named in honor of William Barret Travis, the commander of the Republic of Texas forces at the Battle of the Alamo.'"
k-4-d-5/task_5.json,major,8,subquestion,Who is Tarrant County from <node 6 answer> named after?,Who is <node 6 result: Tarrant County> named after?,
k-4-d-5/task_5.json,major,8,fact,see diff,see diff,"@@ -1 +1 @@
-It is named after Edward H. Tarrant, a lawyer, politician, and militia leader.
+According to Wikipedia, Tarrant County 'was established in 1849' and 'is named after Edward H. Tarrant, a lawyer, politician, and militia leader.'"
k-4-d-5/task_5.json,major,9,subquestion,In what year was <node 7 answer> born?,In what year was <node 7: William Barret Travis> born?,
k-4-d-5/task_5.json,major,9,fact,see diff,see diff,"@@ -1 +1 @@
-William Barret ""Buck"" Travis (August 1, 1809 – March 6, 1836)
+According to Wikipedia, 'William Barret ""Buck"" Travis (August 1, 1809 – March 6, 1836) was a Texian Army officer and lawyer.'"
k-4-d-5/task_5.json,major,10,subquestion,In what year was <node 8 answer> born?,In what year was <node 8: Edward H. Tarrant> born?,
k-4-d-5/task_5.json,major,10,fact,see diff,see diff,"@@ -1 +1 @@
-Edward H. Tarrant (1796 – August 2, 1858)
+According to Wikipedia, 'Edward H. Tarrant (1796 – August 2, 1858) was an American politician and general.'"
k-5-d-1/task_1.json,major,1,source,wikipedia/LAPD_Rampart_Division/content.txt,wikipedia/Rampart_Division/content.txt,
k-5-d-1/task_1.json,major,1,subquestion,Which LAPD area name serves neighborhoods including Echo Park and Silver Lake?,What LAPD area name corresponds to the Rampart Division?,
k-5-d-1/task_1.json,major,1,fact,see diff,see diff,"@@ -1 +1 @@
-The LAPD Rampart area/division serves neighborhoods including Echo Park and Silver Lake.
+The LAPD Rampart Division corresponds to the LAPD area name Rampart."
k-5-d-1/task_1.json,major,2,subquestion,"In LAPD stop-incident records, what police area number corresponds to <hop 1 answer>?","In LAPD stop-incident entries, what Area ID corresponds to area name <node_1 answer> (answer as an integer)?",
k-5-d-1/task_1.json,major,2,fact,see diff,see diff,"@@ -1 +1,2 @@
+import os
@@ -6,8 +7,17 @@
-source = ""datagov/lapd-ripa-ab-953-stop-incident-details-from-7-1-2018-to-present/files/rows.txt""
-bucket = ""lakeqa-yc4103-datalake""
-obj = boto3.client(""s3"", config=Config(signature_version=UNSIGNED)).get_object(Bucket=bucket, Key=source)
-df = pd.read_csv(io.BytesIO(obj[""Body""].read()), low_memory=False)
+source = 'datagov/lapd-ripa-ab-953-stop-incident-details-from-7-1-2018-to-present/files/rows.txt'"
k-5-d-1/task_1.json,major,3,subquestion,"In 2020 crime records for police area <hop 2 answer>, which crime code was most common?","In 2020 crime entries for Area ID <node_2 answer>, which crime code is most common?",
k-5-d-1/task_1.json,major,3,fact,see diff,see diff,"@@ -1 +1,2 @@
+import os
@@ -6,10 +7,24 @@
-source = ""datagov/crime-data-from-2020-to-present/files/rows.txt""
-bucket = ""lakeqa-yc4103-datalake""
-obj = boto3.client(""s3"", config=Config(signature_version=UNSIGNED)).get_object(Bucket=bucket, Key=source)
-df = pd.read_csv(io.BytesIO(obj[""Body""].read()), low_memory=False)
+source = 'datagov/crime-data-from-2020-to-present/files/rows.txt'"
k-5-d-1/task_1.json,major,4,subquestion,"In the 2010-2019 crime records, what crime description corresponds to code <hop 3 answer>?","In 2010 to 2019 crime entries, what crime description corresponds to crime code <node_3 answer>?",
k-5-d-1/task_1.json,major,4,fact,see diff,see diff,"@@ -1 +1,2 @@
+import os
@@ -6,9 +7,23 @@
-source = ""datagov/crime-data-from-2010-to-2019/files/rows.txt""
-bucket = ""lakeqa-yc4103-datalake""
-obj = boto3.client(""s3"", config=Config(signature_version=UNSIGNED)).get_object(Bucket=bucket, Key=source)
-df = pd.read_csv(io.BytesIO(obj[""Body""].read()), low_memory=False)
+source = 'datagov/crime-data-from-2010-to-2019/files/rows.txt'"
k-5-d-1/task_1.json,major,5,subquestion,"In 2020 crime records, how many incidents were recorded with crime description <hop 4 answer>?","In 2020 crime entries, how many incidents had crime description <node_4 answer>?",
k-5-d-1/task_1.json,major,5,fact,see diff,see diff,"@@ -1 +1,2 @@
+import os
@@ -6,9 +7,20 @@
-source = ""datagov/crime-data-from-2020-to-present/files/rows.txt""
-bucket = ""lakeqa-yc4103-datalake""
-obj = boto3.client(""s3"", config=Config(signature_version=UNSIGNED)).get_object(Bucket=bucket, Key=source)
-df = pd.read_csv(io.BytesIO(obj[""Body""].read()), low_memory=False)
+source = 'datagov/crime-data-from-2020-to-present/files/rows.txt'"
k-5-d-1/task_2.json,major,1,fact,see diff,see diff,"@@ -1 +1 @@
-Austin is the capital city of the U.S. state of Texas.
+Austin is the capital of Texas."
k-5-d-1/task_2.json,major,2,subquestion,"For 2023 <hop 1 answer> police dispatch incidents, which sector has the most incidents?","In 2023 CAD incidents in <node_1 answer>, which sector has the most incidents?",
k-5-d-1/task_2.json,major,2,fact,see diff,see diff,"@@ -1 +1,2 @@
+import os
@@ -6,16 +7,20 @@
-source = ""datagov/apd-computer-aided-dispatch-incidents/files/rows.txt""
-bucket = ""lakeqa-yc4103-datalake""
-obj = boto3.client(""s3"", config=Config(signature_version=UNSIGNED)).get_object(Bucket=bucket, Key=source)
-df = pd.read_csv(io.BytesIO(obj[""Body""].read()), low_memory=False)
+source = 'datagov/apd-computer-aided-dispatch-incidents/files/rows.txt'"
k-5-d-1/task_2.json,major,3,subquestion,"In 2023 APD use-of-force entries within sector <hop 2 answer>, which council district has the most incidents?","In 2023 use-of-force entries within sector <node_2 answer>, which council district has the most incidents?",
k-5-d-1/task_2.json,major,3,answer,4,4,
k-5-d-1/task_2.json,major,3,fact,see diff,see diff,"@@ -1 +1,2 @@
+import os
@@ -6,18 +7,24 @@
-source = ""datagov/apd-use-of-force/files/rows.txt""
-bucket = ""lakeqa-yc4103-datalake""
-obj = boto3.client(""s3"", config=Config(signature_version=UNSIGNED)).get_object(Bucket=bucket, Key=source)
-df = pd.read_csv(io.BytesIO(obj[""Body""].read()), low_memory=False)
+source = 'datagov/apd-use-of-force/files/rows.txt'"
k-5-d-1/task_2.json,major,4,subquestion,"In 2023 APD search entries within council district <hop 3 answer>, which sector has the most searches?","In 2023 search entries within council district <node_3 answer>, which sector has the most searches?",
k-5-d-1/task_2.json,major,4,fact,see diff,see diff,"@@ -1 +1,2 @@
+import os
@@ -6,16 +7,24 @@
-source = ""datagov/apd-searches-by-type/files/rows.txt""
-bucket = ""lakeqa-yc4103-datalake""
-obj = boto3.client(""s3"", config=Config(signature_version=UNSIGNED)).get_object(Bucket=bucket, Key=source)
-df = pd.read_csv(io.BytesIO(obj[""Body""].read()), low_memory=False)
+source = 'datagov/apd-searches-by-type/files/rows.txt'"
k-5-d-1/task_2.json,major,5,subquestion,"In 2024 complaints-by-sector data, what is the total number of complaints for sector <hop 4 answer>?","In 2024 complaints-by-sector data, what is the total number of complaints for sector <node_4 answer>?",
k-5-d-1/task_2.json,major,5,answer,52,52,
k-5-d-1/task_2.json,major,5,fact,see diff,see diff,"@@ -1 +1,2 @@
+import os
@@ -6,7 +7,19 @@
-source = ""datagov/apd-complaints-by-sector/files/rows.txt""
-bucket = ""lakeqa-yc4103-datalake""
-obj = boto3.client(""s3"", config=Config(signature_version=UNSIGNED)).get_object(Bucket=bucket, Key=source)
-df = pd.read_csv(io.BytesIO(obj[""Body""].read()), low_memory=False)
+source = 'datagov/apd-complaints-by-sector/files/rows.txt'"
k-5-d-1/task_3.json,major,1,subquestion,"Which Washington, D.C. ward contains Adams Morgan?","Adams Morgan is part of which ward of Washington, D.C.?",
k-5-d-1/task_3.json,major,2,subquestion,"In 2017, within Ward <hop 1 answer>, which offense was most common?","In 2017, within Ward <node_1 answer>, which offense is most common?",
k-5-d-1/task_3.json,major,2,fact,see diff,see diff,"@@ -1,2 +1,5 @@
+import os
+import io
+from collections import Counter
@@ -4,15 +7,22 @@
-from collections import Counter
-source = ""datagov/crime-incidents-in-2017/files/data.txt""
-bucket = ""lakeqa-yc4103-datalake"""
k-5-d-1/task_3.json,major,3,subquestion,"In 2018, which ward had the most <hop 2 answer> incidents?","In 2018, which ward has the most <node_2 answer> incidents?",
k-5-d-1/task_3.json,major,3,fact,see diff,see diff,"@@ -1,2 +1,5 @@
+import os
+import io
+from collections import Counter
@@ -4,15 +7,22 @@
-from collections import Counter
-source = ""datagov/crime-incidents-in-2018/files/data.txt""
-bucket = ""lakeqa-yc4103-datalake"""
k-5-d-1/task_3.json,major,4,subquestion,"In 2019, within Ward <hop 3 answer>, which offense was most common?","In 2019, within Ward <node_3 answer>, which offense is most common?",
k-5-d-1/task_3.json,major,4,fact,see diff,see diff,"@@ -1,2 +1,5 @@
+import os
+import io
+from collections import Counter
@@ -4,15 +7,22 @@
-from collections import Counter
-source = ""datagov/crime-incidents-in-2019/files/data.txt""
-bucket = ""lakeqa-yc4103-datalake"""
k-5-d-1/task_3.json,major,5,subquestion,"In 2020, how many incidents were recorded with offense <hop 4 answer>?","In 2020, how many incidents had OFFENSE = <node_4 answer>?",
k-5-d-1/task_3.json,major,5,fact,see diff,see diff,"@@ -1 +1,3 @@
+import os
+import io
@@ -5,9 +7,22 @@
-source = ""datagov/crime-incidents-in-2020/files/data.txt""
-bucket = ""lakeqa-yc4103-datalake""
-body = boto3.client(""s3"", config=Config(signature_version=UNSIGNED)).get_object(Bucket=bucket, Key=source)[""Body""].read()
-payload = json.loads(body)"
k-5-d-1/task_4.json,major,1,subquestion,Which borough of New York City is the largest by area?,Which borough of New York City is Queens?,
k-5-d-1/task_4.json,major,1,fact,see diff,see diff,"@@ -1 +1 @@
-Queens is the largest by area of the five boroughs of New York City, coextensive with Queens County, in the U.S. state of New York.
+Queens is a borough of New York City."
k-5-d-1/task_4.json,major,2,subquestion,"In 2022 complaint records for <hop 1 answer>, which precinct received the most complaints?","In 2022 complaint entries for <node_1 answer>, which precinct has the most complaints?",
k-5-d-1/task_4.json,major,2,fact,see diff,see diff,"@@ -1 +1,2 @@
+import os
@@ -6,18 +7,24 @@
-source = ""datagov/nypd-complaint-data-historic/files/rows.txt""
-bucket = ""lakeqa-yc4103-datalake""
-obj = boto3.client(""s3"", config=Config(signature_version=UNSIGNED)).get_object(Bucket=bucket, Key=source)
-df = pd.read_csv(io.BytesIO(obj[""Body""].read()), low_memory=False)
+source = 'datagov/nypd-complaint-data-historic/files/rows.txt'"
k-5-d-1/task_4.json,major,3,subquestion,"In 2022 shooting incidents within precinct <hop 2 answer>, was it more common for the shooting to happen inside or outside?","In 2022 shooting incident entries within precinct <node_2 answer>, which location descriptor is most common?",
k-5-d-1/task_4.json,major,3,fact,see diff,see diff,"@@ -1 +1,2 @@
+import os
@@ -6,18 +7,24 @@
-source = ""datagov/nypd-shooting-incident-data-historic/files/rows.txt""
-bucket = ""lakeqa-yc4103-datalake""
-obj = boto3.client(""s3"", config=Config(signature_version=UNSIGNED)).get_object(Bucket=bucket, Key=source)
-df = pd.read_csv(io.BytesIO(obj[""Body""].read()), low_memory=False)
+source = 'datagov/nypd-shooting-incident-data-historic/files/rows.txt'"
